number,title,date,stock
531128,"Iran Reports 143 New Cases of Coronavirus, 8 New Deaths; Total 388 Cases, 34 Deaths",2020-02-28 05:43:00-05:00,FXI
1261800,Hyundai Stock Dips As Company Shuts Down Factory After Worker Tests Positive For Coronavirus,2020-02-28 04:55:00-05:00,TSLA
531129,"NYC Health Department Tweets: We are currently investigating one person in New York City for #COVID19, the illness caused by novel #coronavirus. The person reported symptoms and recent travel to Italy. This person will be tested by @CDCgov and we will update results soon.",2020-02-27 18:41:00-05:00,FXI
531130,'Senate unanimously approves bill to ban purchase of Huawei equipment with federal funds' -The Hill,2020-02-27 16:50:00-05:00,FXI
531131,"FDA Says There Are Currently No Reported Shortages For Essential Medical Devices Manufactured In China, Within US Market",2020-02-27 15:05:00-05:00,FXI
1261803,"'Tesla sales in China drop despite start of local production, people panic and TSLA crashes' -Electrek",2020-02-27 13:19:00-05:00,TSLA
1261804,Why Tesla CEO Elon Musk 'Clearly Understands The Wall Street Game',2020-02-27 12:35:00-05:00,TSLA
531132,"'Israeli scientists: 'In three weeks, we will have coronavirus vaccine'' -Jerusalem Post",2020-02-27 12:28:00-05:00,FXI
531133,Chicago Fed Pres Evans Says View Coronavirus Has Been Contained In China Sounds Overly Optimistic,2020-02-27 12:19:00-05:00,FXI
1261806,"Gordon Johnson Maintains Bearish Tesla Thesis Despite Rally: PreMarket Prep Recap For Feb. 27, 2020",2020-02-27 12:17:00-05:00,TSLA
531134,Nancy Pelosi Calls Stock Market Drop Related To Coronavirus 'Disturbing',2020-02-27 11:40:00-05:00,FXI
531135,Hearing Saudis Will Cut Mar. Oil Supplies To China By At Least 500K/Barrels Amid Coronavirus-Related Slowdown,2020-02-27 11:22:00-05:00,FXI
531136,Nancy Pelosi Says Spoke With VP Mike Pence About Concerns Related To Coronavirus,2020-02-27 11:11:00-05:00,FXI
531137,US Health & Human Services Secretary Alex Azar Says Sees Immediate Risk For Coronavirus In US Remains Low,2020-02-27 09:53:00-05:00,FXI
531139,"WHO's Ryan Says Coronavirus Came Undetected And Unseen Into Iran, Says Extent Of Infection Could Be Broader Than We Think",2020-02-27 09:22:00-05:00,FXI
531141,World Health Org's Tedros Says WHO's Message Continues To Be 'This Virus Has Pandemic Potential' And World Health Org Is Helping Every Country To Prepare,2020-02-27 09:12:00-05:00,FXI
1261807,"Tesla shares are trading lower. Potential catalysts include market-wide weakness, profit taking from recent highs and the recent announcement that Panasonic will stop joint solar cell production at company's NY plant.",2020-02-27 09:06:00-05:00,TSLA
531142,ECB Member/Austrian Central Bank Governor Holzmann Says Does Not See Coronavirus As A Catastrophe For The Economy,2020-02-27 09:04:00-05:00,FXI
531143,"'WHO will hold a press conference on coronavirus in a few minutes, at 8:45 a.m. ET. Watch live: https://youtu.be/LTqG3AlBuFE' -Tweet From BNO",2020-02-27 08:43:00-05:00,FXI
531145,CNBC's Scott Wapner Says He Spoke With Large Hedge Fund Manager Who Highlighted Belief Market Is Suggesting Admin. Is No Where Near Ready To Deal With Coronavirus,2020-02-27 08:29:00-05:00,FXI
531146,Iran Bans Chinese Citizens From Entering Country,2020-02-27 08:15:00-05:00,FXI
531148,Hearing Goldman Has Suggested US Cos. May Not Generate Any Earnings Growth In 2020 If Coronavirus Becomes Widespread,2020-02-27 07:30:00-05:00,FXI
1261810,Hearing Tesla Jan. New-Car Registrations In China Down 46% Month Over Month,2020-02-27 06:58:00-05:00,TSLA
1261811,Tesla Supplier CATL Plans To Raise $2.85B To Expand Electric Battery Business,2020-02-27 05:44:00-05:00,TSLA
1261812,Microsoft Shares Fall As Company Warns Of Q3 Earnings Miss Due To Coronavirus Impact,2020-02-26 22:06:00-05:00,TSLA
531150,Trump Says Vice President Pence Will be in Charge of U.S. Response to Coronavirus,2020-02-26 18:47:00-05:00,FXI
531151,"Trump Says if Congress Allocates More Than $2.5B for Coronavirus Response, We'll Take It",2020-02-26 18:41:00-05:00,FXI
531152,Trump Says Risk to the American People From Coronavirus Remains Very Low,2020-02-26 18:39:00-05:00,FXI
531153,"One Person In Norway Confirmed To Be Infected By Coronavirus, In Country's First Case",2020-02-26 15:02:00-05:00,FXI
531154,BNO Newsroom Provides Coronavirus Updates By Country,2020-02-26 14:44:00-05:00,FXI
1261814,"'Tesla asks Model Y buyers to change configuration to get sooner delivery, hinting at high volume' -Electrek",2020-02-26 12:57:00-05:00,TSLA
531155,"Nestle Tells Global Staff To Halt All International Travel, Curtail Domestic Trips",2020-02-26 12:49:00-05:00,FXI
531156,"'Global markets are 'on sale' for long-term investors, says China ETF issue' -CNBC",2020-02-26 12:47:00-05:00,FXI
531157,First Two Cases Of Coronavirus Confirmed In Pakistan,2020-02-26 11:53:00-05:00,FXI
531158,North Macedonia Health Minister Confirms First Case Of Coronavirus,2020-02-26 10:54:00-05:00,FXI
531159,Air China Cancels Flights Between Beijing And Vienna From Feb. 28 Through March 20,2020-02-26 10:43:00-05:00,FXI
531160,"'WH tells me despite Sen. Schumer's $8.5 B request, Trump's $2.5 B is enough to deal with virus...' -CNBC's Eamon Javers",2020-02-26 10:17:00-05:00,FXI
531161,"Health & Human Services Secretary Azar, Currently At Congressional Hearing, Says All Infectious Disease Rapid Response Funds Already Committed Or Obligated",2020-02-26 10:15:00-05:00,FXI
531162,"Hearing US House Could Vote On Coronavirus Funding Plan Week Of Mar. 9, 2020",2020-02-26 10:09:00-05:00,FXI
531165,Statement From Lebanon Health Ministry Confirms Second Case Of Coronavirus In Nation,2020-02-26 09:54:00-05:00,FXI
1261818,'Tesla May Be Less Vulnerable To Coronavirus Crisis Than Rivals' -Electrek,2020-02-26 08:45:00-05:00,TSLA
1261819,"Tesla shares are trading lower. Weakness potentially related to announcement that Panasonic plans to exit solar cell production at the company's NY plant, as well as recent autopilot safety concerns and the broader market selloff. UPDATE: Shares have since reversed, now trading higher.",2020-02-26 08:41:00-05:00,TSLA
531167,163 passengers on ROK-China flight under observation after 5 reported to have fever,2020-02-26 06:59:00-05:00,FXI
531168,"WHO Says as of Today 80,988 Cases of Coronavirus Outbreak Globally",2020-02-26 06:39:00-05:00,FXI
531170,Tedros Says Using Word Pandemic Falsely Indicates We Cannot Contain Virus,2020-02-26 06:24:00-05:00,FXI
531171,TuanChe Limited Says Anticipates That Financial And Operating Results Will Be Materially Affected By COVID-19 Epidemic,2020-02-26 06:22:00-05:00,FXI
531172,WHO Head Tedros Says Using Word Pandemic Carelessly Has No Benefit; Could Amplify Unjustified Fear and Stigma; Paralyze Systems,2020-02-26 06:21:00-05:00,FXI
531173,Greece Confirms First Coronavirus Case,2020-02-26 06:04:00-05:00,FXI
1261821,Panasonic to Exit Solar Cell Production at Tesla's NY Plant,2020-02-26 05:17:00-05:00,TSLA
1261822,Musk's SpaceX Gets Los Angeles Approval To Build Spaceship At Port,2020-02-26 04:11:00-05:00,TSLA
1261823,Tesla And Panasonic Are No Longer Producing Solar Cells Together,2020-02-26 03:57:00-05:00,TSLA
1261824,"Tesla Autopilot Limitations, Video Game Caused The 2018 Death Of Apple Engineer, NTSB Says",2020-02-25 23:39:00-05:00,TSLA
531174,China Reports 52 New Deaths in Mainland from Covid-19 on Feb 25 ss 71 on Feb 24; 406 New Confirmed Cases on Feb 25 vs 508 on Feb 24,2020-02-25 20:41:00-05:00,FXI
531175,"China Fully Expected to Meet Trade Deal Terms With U.S. Despite Coronavirus, Top U.S. Officials Say",2020-02-25 18:54:00-05:00,FXI
531176,'Doubts rise over virus vaccine' -China's Global Times; Article Highlights Skepticism About Claim Made By University In Northern China It Successfully Developed Coronavirus Treatment,2020-02-25 17:03:00-05:00,FXI
531177,"'The NYSE is prepared when global shocks like Coronavirus result in unanticipated volatility. We have a comprehensive range of actions, rules, and market mechanisms aimed at preventing extreme price dislocations...' -Tweet From NYSE",2020-02-25 15:47:00-05:00,FXI
531178,"Air Canada To Extend Suspension Of Its Flights From Toronto To Hong Kong Until Apr. 30, Cites Reduced Market Demand",2020-02-25 15:44:00-05:00,FXI
531179,"HHS Azar Says Coronavirus Is Currently Contained In US, But We Expect To See More Cases",2020-02-25 15:43:00-05:00,FXI
531180,"FDA Commissioner Currently Speaking At HHS Conference, Says Coronavirus Outbreak Likely To Disrupt Medical Supply Chain In US",2020-02-25 15:27:00-05:00,FXI
531181,"CDC Official Says It's No Longer A Question If A Coronavirus Pandemic Will Happen, But When It Will Happen",2020-02-25 15:21:00-05:00,FXI
531182,'Watch: US health officials hold news briefing on coronavirus outbreak' -CNBC,2020-02-25 15:01:00-05:00,FXI
531183,"White House Economic Adviser Kudlow Tells Reporters Further Coronavirus-Related Travel Restrictions Are Under Discussion, No Decision Has Been Made",2020-02-25 13:58:00-05:00,FXI
1261826,Hearing NTSB To Add Recommendations For Partial Self-Driving Cars,2020-02-25 13:53:00-05:00,TSLA
531184,Romania's Deputy Health Minister Says 'There Are No Cases Tested Positive For Coronavirus In Romania',2020-02-25 13:31:00-05:00,FXI
1261827,NTSB Chair Says US Auto Safety Regulators Have Ignored Board's Recommendations for System Safeguards In Tesla Autopilot Probes,2020-02-25 13:09:00-05:00,TSLA
1261828,"NTSB Chair, On 2018 Tesla Autopilot Crash In California, Says There Was A Lack Of System Safeguards To Prevent Misuse Of Autopilot",2020-02-25 13:05:00-05:00,TSLA
531185,'We are asking the American public to prepare for the expectation that this might be bad -CDC Official' -Tweet,2020-02-25 12:45:00-05:00,FXI
531186,Headline Circulating CDC Warns Of 'Very Strong Chance Of Extremely Serious Outbreak Of Coronavirus In US',2020-02-25 12:38:00-05:00,FXI
531189,"From CDC Briefing: Messonnier, When Asked Question If It's Possible Incubation Period For Coronavirus Could Be Longer than 14 Days, Responds 'We're Still Comfortable High End Of Incubation Period' Remains 14 Days",2020-02-25 12:04:00-05:00,FXI
531190,"From CDC Briefing: Messonnier Responds To Question About A Negative Change In Tone As Of This Week, Says Data Coming Out Of Other Countries Has Led Officials To Grow More Concerned About Community Spread In US",2020-02-25 11:51:00-05:00,FXI
531192,Health And Human Services Azar Says Coronavirus Vaccine Could Be Ready In A Year,2020-02-25 11:38:00-05:00,FXI
531193,"Hearing Health And Human Services Azar Says It's Unclear If China Virus Data Is Full, Transparent",2020-02-25 11:37:00-05:00,FXI
531194,"WHO's Aylward Says China Is Probably Not Missing A Huge Amount Of Cases, Asymptomatic Transmission Doesn't Look To Be Big Part Of The Picture",2020-02-25 11:27:00-05:00,FXI
531195,CDC To Provide Update On Coronavirus At 11:30 a.m. EST Tues,2020-02-25 11:18:00-05:00,FXI
531196,Six schools in coronavirus lockdown after pupils return from Italy with some suffering 'flu-like symptoms',2020-02-25 10:57:00-05:00,FXI
531197,'Sen Chuck Schumer outlines 5 things President Trump should do to make sure #Coronavirus does not take hold in the US...' -Tweet From Fox's Ed Lawrence,2020-02-25 10:50:00-05:00,FXI
1261829,"Tesla shares are trading lower after analysts at Jefferies downgraded the company's stock to Hold, saying that the stock's valuation needs to be 'grounded into some visibility on market size and potential profitability.'",2020-02-25 10:48:00-05:00,TSLA
531198,Hearing El Mundo Reporting On Coronavirus Case On Spanish Island Of Tenerife,2020-02-25 10:47:00-05:00,FXI
531199,US Senate Democratic Leader Chuck Schumer Calls For At Least $3.1B In New Funding For Coronavirus Response,2020-02-25 10:39:00-05:00,FXI
531200,PetroLogistics Says Coronavirus Could Cut China Mar. Oil Imports By 1M Barrels/Day,2020-02-25 10:20:00-05:00,FXI
1261830,"Jefferies Downgrades Tesla's Stock On Valuation, Unclear Battery Business Model",2020-02-25 10:15:00-05:00,TSLA
531201,'Lufthansa is starting new austerity measures because of the corona virus' -Handelsblatt,2020-02-25 10:15:00-05:00,FXI
531202,"Hearing Report of First Case Of Coronavirus Reported In Barcelona, Spain",2020-02-25 10:10:00-05:00,FXI
1261833,"UPDATE: Jefferies Downgrades Tesla to Hold, Raises Price Target to $800 As Firm Notes 'However convinced we are about the Tesla equity opportunity, we still need valuation to be grounded into some visibility on market size and potential profitability.'",2020-02-25 09:45:00-05:00,TSLA
531203,China Lifts Ban On US Poultry Imports,2020-02-25 09:29:00-05:00,FXI
531205,Hearing A Passenger Plane Flying From Iran To Turkey Had To Make An Emergency Landing In Turkish Capital Of Ankara As 17 Of The 132 Passengers Had A High Fever,2020-02-25 08:47:00-05:00,FXI
531206,"'A pandemic 'could produce short-run impact on worldwide economy similar in depth, duration to that of average postwar recession in US,' CBO found. If the coronavirus isn't contained a severe global recession is almost certain' -Nouriel Roubini",2020-02-25 08:27:00-05:00,FXI
531207,Iran Parliamentarian Representing Tehran Tests Positive For New Coronavirus,2020-02-25 08:13:00-05:00,FXI
531208,"Scotiabank Says Too Early To Tell On Coronavirus Impact, But 'Don't Think It's Material At This Juncture'",2020-02-25 07:57:00-05:00,FXI
531209,Austrian Province Of Tyrol Confirms Austria's Two First Cases Of Coronavirus,2020-02-25 06:48:00-05:00,FXI
531210,'Korean Air cabin crew member infected with novel coronavirus' -Yonhap News Agency,2020-02-25 06:46:00-05:00,FXI
531211,China To Waive VAT For Hubei Small Taxpayers By End Of May,2020-02-25 06:44:00-05:00,FXI
531212,"Croatia Reports First Case Of Coronavirus, PM Plenkovic Says",2020-02-25 06:43:00-05:00,FXI
531213,China State Council Says To Increase Policy Banks' Loan Quota By 350B Yuan,2020-02-25 06:42:00-05:00,FXI
1261835,"Ling Yun Industrial Says It is Not a Battery Case Supplier to Tesla and Has Not Received Any Major Orders From Tesla Recently, Responding to Recent Share Price Movement",2020-02-25 06:12:00-05:00,TSLA
531215,"Trump Says Drop in Stock Markets on Monday Was Something Bad, But Feel We Are in Pretty Good Shape in the U.S. In Terms of Coronavirus",2020-02-25 05:41:00-05:00,FXI
1261836,"Jefferies Downgrades Tesla to Hold, Raises Price Target to $800",2020-02-25 05:06:00-05:00,TSLA
1261837,US Safety Board Holds Meeting To Determine The Cause Of 2017 Tesla Crash Today,2020-02-25 03:25:00-05:00,TSLA
1261840,Jefferies Downgrades Tesla from Buy to Hold; Raises Price Target from $600 to $800,2020-02-24 21:02:00-05:00,TSLA
531217,"Hubei Province Reported 499 New Cases of Novel Coronavirus Pneumonia on Feb 24, with 68 New Deaths and 2,116 Cases of Recovery;  508 New Cases for all of Mainland China with 71 Deaths",2020-02-24 20:25:00-05:00,FXI
1261841,'Tesla under scrutiny again over fatal crash on Autopilot' -Electrek,2020-02-24 15:58:00-05:00,TSLA
531218,Fed's Mester Sees Coronavirus Outbreak As A Big Risk,2020-02-24 15:44:00-05:00,FXI
531220,Peter Navarro On FOX Business Says Putting Out Proposal This Week For 1B Facemasks Into US,2020-02-24 14:56:00-05:00,FXI
531221,"Kuwaiti State News Agency Reports Kuwait Has Suspended Flights To, From Iraq, Cites Coronavirus",2020-02-24 14:48:00-05:00,FXI
531222,"'British Columbia, Canada Health Officer Bonnie Henry says coronavirus outbreak now meets the ""classic definition"" of a pandemic - News 1130' -BNO News",2020-02-24 13:01:00-05:00,FXI
531224,'Another 18 Americans who were passengers on the Diamond Princess cruise ship test positive for coronavirus after being evacuated to the U.S.; they are all in quarantine' -Tweet From BNO News,2020-02-24 12:49:00-05:00,FXI
531225,"Goldman Economists Have Cut Q1 GDP Forecast To Just Over 1%, Cite Coronavirus",2020-02-24 12:10:00-05:00,FXI
531226,"CDC Issues Alert On Coronavirus In US; Confirms 14 Confirmed Cases, 12 Stemming From Travel, 2 Stemming From Person-To-Person Spread",2020-02-24 12:09:00-05:00,FXI
